date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:01:35	3089546/3089546	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:36:30%20GMT	https://pixner.net/sportsodds1/sportsbet/index.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/index.html	(from )
17:01:36	720/720	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Apr%202025%2012:01:35%20GMT	https://pixner.net/robots.txt		(from )
17:01:36	1579/1579	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2005:25:14%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/logo/favicon.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/logo/favicon.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:36	232948/232948	---MCZ	200	added ('OK')	text/css	date:Sun,%2031%20Dec%202023%2010:36:28%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/bootstrap.min.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:37	6951/6951	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Feb%202022%2017:20:44%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/magnific-popup.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/magnific-popup.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:37	3355/3355	---MCZ	200	added ('OK')	text/css	date:Mon,%2029%20Aug%202022%2006:13:42%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/owl.carousel.min.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:37	1380/1380	---MCZ	200	added ('OK')	text/css	date:Sat,%2016%20Apr%202022%2001:14:02%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/owl.theme.default.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/owl.theme.default.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:37	4034/4034	---MCZ	200	added ('OK')	text/css	date:Mon,%2016%20Jan%202023%2006:37:44%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/nice-select.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/nice-select.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:38	3010/3010	---MCZ	200	added ('OK')	text/css	date:Sun,%2031%20Dec%202023%2010:36:28%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/glyphter-font/css/Glyphter.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/glyphter-font/css/Glyphter.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:38	57095/57095	---MCZ	200	added ('OK')	text/css	date:Mon,%2029%20Aug%202022%2006:13:42%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/animate.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/animate.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:38	101894/101894	---MCZ	200	added ('OK')	text/css	date:Thu,%2010%20Nov%202022%2012:51:08%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/all.min.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/all.min.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:38	136286/136286	---MCZ	200	added ('OK')	text/css	date:Sun,%2031%20Dec%202023%2009:11:36%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/css/main.css	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/css/main.css	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:38	3136/3136	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2010:31:32%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/logo/logo.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/logo/logo.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:39	1020/1020	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2009:28:50%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/header/uk.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/header/uk.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:40	2915730/2915730	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:36:30%20GMT	https://pixner.net/sportsodds1/sportsbet/lives.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/lives.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:41	3045962/3045962	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:36:30%20GMT	https://pixner.net/sportsodds1/sportsbet/sportsbetting.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/sportsbetting.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:41	229718/229718	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/casino.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/casino.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:41	263576/263576	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/livecasino.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/livecasino.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:41	81898/81898	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/promotions.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/promotions.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:42	85841/85841	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/signin.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/signin.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:42	1043/1043	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202023%2009:00:06%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/cup.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/cup.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:43	1305/1305	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202023%2009:00:46%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/europ.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/europ.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:43	891/891	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202023%2009:01:00%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/start.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/leftmenu/start.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:44	701/701	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/arjentina.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/arjentina.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:44	479/479	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/france.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/france.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:45	369/369	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/poland.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/poland.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:45	406/406	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/denmark.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/denmark.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:46	941/941	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/maxico.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/maxico.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:46	1193/1193	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/farense.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/farense.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:46	1147/1147	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/tenerif.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/tenerif.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:47	780/780	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/oviedo.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/oviedo.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:47	882/882	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/aus.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/aus.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:01:47	674/674	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:29:30%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/tunisia.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/matchfixing/tunisia.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:15	6296/6296	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:13:14%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/footer/rightarrow.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/footer/rightarrow.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:17	92114/92114	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/bonuses.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/bonuses.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:19	93538/93538	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:33:44%20GMT	https://pixner.net/sportsodds1/sportsbet/deposit.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/deposit.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:19	2992248/2992248	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2010:36:30%20GMT	https://pixner.net/sportsodds1/sportsbet/betslipcheck.html	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/betslipcheck.html	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:20	889/889	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s1.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s1.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:21	1389/1389	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2011:10:38%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s12.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s12.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:22	555/555	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s3.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s3.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:23	624/624	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s4.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s4.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:24	890/890	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s5.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s5.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:25	1092/1092	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s6.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s6.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:26	1017/1017	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s7.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s7.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:27	492/492	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s8.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s8.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:29	620/620	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202023%2023:31:04%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s9.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s9.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:29	1422/1422	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2011:10:38%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s10.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/sponsor/s10.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:44	71006/71006	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2023:32:28%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/virtuals/world.jpg	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/virtuals/world.jpg	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:46	7635/7635	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2006:03:38%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/games/play.png	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/games/play.png	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:47	66567/66567	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2023:33:00%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/virtuals/virtual2.jpg	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/virtuals/virtual2.jpg	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:49	75475/75475	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2023:33:00%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/virtuals/virtual3.jpg	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/virtuals/virtual3.jpg	(from https://pixner.net/sportsodds1/sportsbet/index.html)
17:02:50	6503/6503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2023:33:02%20GMT	https://pixner.net/sportsodds1/sportsbet/assets/img/virtuals/vr1.jpg	C:/My%20Web%20Sites/newbett/pixner.net/sportsodds1/sportsbet/assets/img/virtuals/vr1.jpg	(from https://pixner.net/sportsodds1/sportsbet/index.html)
